,company_brand,founded,headquarter,sector,what_it_does,founders,investor,amount,stage,year_funded
684,Leap Club,2015,Gurgaon,None,Community led professional network for women,"Ragini Das, Anand Sinha","Whiteboard Capital, FirstCheque, Artha India Ventures, Sweta Rau, Deepak Abbot, Amrish Rau, Harpreet Singh Grover",340000.0,Ideation,2020-01-01
685,Credit Mantri,2012,Tamil Nadu,Finance sector,Offers free credit score and a detailed credit analysis report,"Gowri Mukherjee, Ranjit Punja, Rajasundaram Sudarshan","IDG Ventures, Elevar Equity, Accion",792000.0,Early Traction,2020-01-01
686,Xtracap,2015,Gurgaon,Finance sector,"Offers online payment solution,schemes, order management, insurance etc.,",Mohammed Riaz,Angel Investors,1000000.0,Early Traction,2020-01-01
687,Tring,2019,Mumbai,Media & Entertainment,Celebrity engagement platform,"Akshay Saini, Rahul Saini, Pranav Chabhadia","Kalyan Krishnamurthy, Sujeet Kumar, Keshav Sanghi, Roman Saini, Sumit Jain, Hemesh Singh",3000000.0,Early Traction,2020-01-01
688,Vakilsearch,2010,Tamil Nadu,Consumer Services,"Online platform for legal, tax and compliance services",Hrishikesh Datar,Sujeet Kumar,3000000.0,Early Traction,2020-01-01
689,Khatabook,2015,Bengaluru,Finance sector,It helps SMEs to maintain their accounts and ledger online.,Ravish Naresh,B Capital Group,60000000.0,Scaling,2020-01-01
690,LendingKart,2014,Ahmedabad,Finance sector,Provides working capital loans and business loans to MSMEs,"Harshvardhan Lunia, Mukul Sachan","Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, IndiaQuotient",11363000.0,Scaling,2020-01-01
691,Illumnus,2015,Bengaluru,Education & Training,Offers Collaborative learning management system for educational institutions,"Akash Deep Singhal, Akshaya Singhal",Angel investors. HNI,100000.0,Validation,2020-01-01
692,LetsTransport,2015,Bengaluru,Technology sector,Offers techno logistics solutions,"Pushkar Singh, Sudarshan Ravi, Ankit Parasher",Innoven Capital,1715000.0,Early Traction,2020-01-01
693,Eggoz,2017,Bihar,Agriculture & Environment,"Provides technology backed, deep integration services to egg farmers",Uttam Kumar,"Tracxn Labs, Angellist, Tri-Deep Capital",329000.0,Validation,2020-01-01
694,Winuall,2018,Bengaluru,Education & Training,It helps coaching institutes in digitization,Ashwini Purohit,"Ankit Bhati, Nitin Gupta",3000000.0,Early Traction,2020-01-01
695,Indian School Finance Company,2015,Hyderabad,Finance sector,NBFC that provides funding to education system,Byju Raveendran,Gray Matters Capital,5271000.0,Validation,2020-01-01
696,Juicy Chemistry,2014,Bengaluru,None,It focuses on organic based skincare products,Pritesh Asher,Akya Ventures,650000.0,Early Traction,2020-01-01
697,DeepTek,2018,Pune,Health care,AI enabled radiology platform,"Amit Kharat, Ajit Patil, Aniruddha Pant",GHV Accelerator,3000000.0,Early Traction,2020-01-01
698,Stepathlon Lifestyle,2012,Mumbai,Health care,It organises corporate wellness programs,"Krishnan, Shane Bilsborough","Josh Liberman, Mark Adams",3000000.0,Early Traction,2020-01-01
699,Sindhuja Microcredit,2018,Uttar Pradesh,Finance sector,It provides financial services to self employed women entrepreneurs,"Abhisheka Kumar, Malkit Didyala",Nordic Microfinance Initiative,8700000.0,Early Traction,2020-01-01
700,Rentmojo,2012,Bengaluru,Real Estate & Construction,"Rental platform for furniture, appliances & electronics",Geetansh Bamania,"Chiratae Ventures, Accel Partners, BCIP Venture Associates, Bain Capital, Renaud Laplanche",3226000.0,Early Traction,2020-01-01
701,Tesco Charge Zone,2015,Anand,Logistics & Transportation,Operates electric vehicle charging zone,Kartikey Hariyani,Mumbai Angels Network,3000000.0,Early Traction,2020-01-01
702,Intello Labs,2016,Gurgaon,Logistics & Transportation,Standardisation and Quality control of fruits & vegetables,"Milan Sharma, Nishant Mishra, Himani Shah, Devendra Chandani",Saama Capital,5900000.0,Early Traction,2020-01-01
703,SirionLabs,2012,Gurgaon,Technology sector,"Provides procurement, outsourcing services & contract management software",Ajay Agrawal,"Tiger Global, Avatar Growth Capital",44000000.0,Scaling,2020-01-01
704,Magicpin,2015,Gurgaon,None,"It is a local discovery, rewards, and commerce platform","Anshoo Sharma, Brij Bhushan",Lightspeed Venture Partners,3879000.0,Early Traction,2020-01-01
705,GroCurv,2019,Gurgaon,Technology sector,"It offers a wide range of business related services like Branding, marketing, sales etc.,","Venkatesh Rangachari, Vipul Gupta",Unicorn Investments Pte Ltd,3000000.0,Validation,2020-01-01
706,Refrens,2019,Bengaluru,Technology sector,"Offers a free invoicing, payments and expense management system","Naman Sarawagi, Mohit Jain","Vijay Shekhar Sharma, Anupam Mittal",1000000.0,Validation,2020-01-01
707,Shiprocket,2017,Bengaluru,Technology sector,Tech enabled logistics aggregator,Saahil Goel,"Tribe Capital, Innoven Capital, BII",13000000.0,Scaling,2020-01-01
708,Spyne,2015,Gurgaon,Technology sector,Helps online businesses with visual content,"Sanjay Kumar, Deepti Prasad","Angellist, Smile Group, Manish Amin, Anil Goel, Anubhav Sonthalia, Deepak Mittal",3000000.0,Early Traction,2020-01-01
709,Nykaa,2012,Mumbai,Retail & E-commerce,Deals in cosmetic and wellness products,Falguni Nayar,Steadview capital,8800000.0,Early Traction,2020-01-01
710,Docsapp,2015,Bengaluru,Health care,Online doctor consultation app,Satish Kannan,"Bessemer Venture Partners India, Fusian Capital, Rebright Partners, Milliways Fund LLC",9500000.0,Early Traction,2020-01-01
711,Phable,2018,Bengaluru,Health care,"It creates an engagement loop between doctors, hospitals, and patients via its app","Sumit Sinha,  Mukesh Bansal",Inflection Point Ventures,1000000.0,Early Traction,2020-01-01
712,Generic Aadhaar,2015,Bengaluru,Health care,It provides a platform for entrepreneurs to access generic  medicine at low cost,Arjun Deshpande,Ratan Tata,3000000.0,Early Traction,2020-01-01
713,Nium,2015,Bengaluru,Finance sector,Open global money platform,Prajit Nanu,"VisaVentures, BRI Ventures",3000000.0,Early Traction,2020-01-01
714,Mintoak,2015,Mumbai,Finance sector,Merchant payment solutions startup,"Raman Khanduja, Sanjay Nazareth",Pravega Ventures,2000000.0,Early Traction,2020-01-01
715,VestSpace,2018,Pune,Technology sector,It builds small satellite paltforms,Arun Kumar Sureban,Next Capital,10000000.0,Early Traction,2020-01-01
716,Blackbuck,2015,Bengaluru,Logistics & Transportation,Provides trucking services,Rajesh Yabaji,Trifecta Venture,3000000.0,Early Traction,2020-01-01
717,Vernacular ai,2016,Bengaluru,Technology sector,It offers Multiligual AI platform,"Gupta, Akshay Deshraj, Manoj Sarda","Exfinity Ventures, IAN Fund",5100000.0,Early Traction,2020-01-01
718,Clover,2015,Bengaluru,Agriculture & Environment,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,"Avinash BR, Gururaj Rao, Arvind Murali, Santhosh Narasipura",Alteria Capital,920000.0,Early Traction,2020-01-01
719,Varthana,2015,Bengaluru,Finance sector,Offers secured and unsecured loans,Steve Hardgrave,ChrysCapital,15000000.0,Scaling,2020-01-01
720,Codeninja,2016,Bengaluru,Technology sector,AI-powered 'no-code' platform which can generate application development code,"Prashanth Kuppur, Deepak Kalhan, Saurabh Kukreti, Richpal Gora","Hari Balasubramanian, EaSyndicate",3000000.0,Validation,2020-01-01
721,MetaMerphoSys,2016,Pune,Finance sector,Digital insurance platform for businesses,"Amit Naik, Kewal Vargante",Good Capital,3000000.0,Early Traction,2020-01-01
722,Rooter,2016,Delhi,Media & Entertainment,Live sports engagement platform,"Piyush, Dipesh Agarwal","Paytm, leAD Sports, Rockstud Capital, Founder Bank Capital",1700000.0,Early Traction,2020-01-01
723,Aker Foods,2019,Pune,Food & Beverage,Ai driven supply chain platform,Suraj Saste,Mumbai Angels Network,3000000.0,Early Traction,2020-01-01
724,Sascan Meditech pvt ltd,2015,Kerala,Health care,They are developing technology that can detect early cancerous cells,Dr Subhash Narayanan,Unicorn India Ventures,3000000.0,Early Traction,2020-01-01
725,DailyHunt,2009,Bengaluru,Media & Entertainment,News aggregator,Virendra Gupta,Lupa India,35600000.0,Early Traction,2020-01-01
726,Pratilipi,2014,Bengaluru,Media & Entertainment,A digital platform that connects readers and writers in various languages,"Ranjeet Pratap Singh, Sankaranarayanan Devarajan, Sahradayi Modi, Rahul Ranjan, Prashant Gupta",Tencent,9400000.0,Scaling,2020-01-01
727,Biryani By Kilo,2015,Delhi,Food & Beverage,Online paltform to order biryani,Vishal Jindal,"Devanshu Dolat Desai, Anand M Khatau, Debasish Priyadarshi Purohit, Kaushik Shanghvi",790000.0,Scaling,2020-01-01
728,Consure Medical,2015,Delhi,Health care,"Novel platform technologies to manage, diagnose, and treat various GI disorders","Nishith Chasmawala, Amit Sharma","Accel Partners, Jungle Ventures",480000.0,Early Traction,2020-01-01
729,Servify,2015,Mumbai,None,It is a technology company which serves as a platform for brands to offer end-to-end solutions to their users,Sreevathsa Prabhakar,Barkawi,250000.0,Early Traction,2020-01-01
730,Tessol,2015,Mumbai,Logistics & Transportation,It provides end to end cold chain logistics solutions,Rajat Gupta,1Funds Domestic Scheme,160000.0,Early Traction,2020-01-01
731,Remedo,2015,Uttar Pradesh,Health care,"It helps doctors engage with patients, improve patient experience",Harsh Bansal,RiverRock Ventures,3000000.0,Early Traction,2020-01-01
732,News Reach,2018,Ahmedabad,Media & Entertainment,"It is a platform that digitalises local newspaper publishers, reporters, stringers by aggregating their content",Darshan Shah,Mumbai Angels Network,3000000.0,Early Traction,2020-01-01
733,RoomSoom,2016,Uttar Pradesh,Real Estate & Construction,It provides co-living and student rooms,"Nitin Agrawal, Garima Agrawal",Mumbai Angels Network,3000000.0,Early Traction,2020-01-01
734,Pedagogy,2015,Bengaluru,Education & Training,It has a single subscription model that allows users to access books and digital courses.,"Archin Shah, Abhilash Sonwane, Ritesh Gandhi",Inflection Point Ventures,400000.0,Early Traction,2020-01-01
735,Classplus,2008,Delhi,Education & Training,"It provides mobile-first software for coaching institutes, tuition centres and private tutors","Mukul Rustagi, Bhaswat Agarwal",RTP Global,8200000.0,Scaling,2020-01-01
736,Medlife,2014,Bengaluru,Health care,It solves inadequacies in the healthcare delivery system through technology,"Tushar Kumar, Prashant Singh",Hero Fincorp,15500000.0,Early Traction,2020-01-01
737,Qin1,2015,Uttar Pradesh,Education & Training,It is alearning platform for kids in the age group 5 to 14 yrs,"Ishan Gupta, Aarti Gupta",Venture Catalysts,3000000.0,Early Traction,2020-01-01
738,MYSUN,2015,Delhi,Technology sector,Platform for rooftop solar energy solutions,"Gagan Vermani, Divyanshu Sachdev, Gyan Prakash Tiwari",Undisclosed,4257000.0,Early Traction,2020-01-01
739,ShopX,2015,Bengaluru,Retail & E-commerce,B2B retail operating system,"Amit Sharma, Apoorva Jois",Li and Fung,1410000.0,Early Traction,2020-01-01
740,Sarva,2015,Bengaluru,Health care,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,Sarvesh Shashi,"Mantra Capital, Patni Family",3000000.0,Early Traction,2020-01-01
741,Expertrons,2015,Mumbai,Technology sector,AI video bot platform for career hacks,"Vivek Gupta, Jatin Solanki","Nikhil Vora, Iceland Venture Studio, LetsVenture, Samyakth Capital",3000000.0,Validation,2020-01-01
742,NewsBytes,2015,Gurgaon,Media & Entertainment,News portal,"Romesh Khaddar, Shikha Chaudhry, Sumedh Chaudhry",North Base Media,1500000.0,Early Traction,2020-01-01
743,Wagonfly,2018,Bengaluru,None,Contactless shopping and delivery experience by using radio frequency to tag retail items,Raghavendra Prasad,Investment Trust of India,500000.0,Early Traction,2020-01-01
744,NIRA,2018,Bengaluru,Finance sector,It offers access and credit to working Indians,"Rohit Sen, Nupur Gupta",Angel investors,2100000.0,Early Traction,2020-01-01
745,Convosight,2019,Hyderabad,Technology sector,It helps business gain insights from its community on Facebook groups,"Tarun Dhamija, Kartik Bansal","IvyCap Ventures, Sequoia Capital",4000000.0,Early Traction,2020-01-01
746,Fittr,2015,Pune,Health care,Fitness Social Network & Consultation Platform,Jitendra Chouksey,"Sequoia Capital Surge, Better Capital",2000000.0,Early Traction,2020-01-01
747,AsknBid,2018,Bengaluru,Finance sector,It builds algorithmic investing-based tech products,"Suresh Bavisetti, Paarth Dhar",Ravikanth Reddy & Mumbai Angel Network,3000000.0,Early Traction,2020-01-01
748,Bira91,2015,Bengaluru,Food & Beverage,Craft beer maker,Ankur Jain,"Sequoia Capital, Sofina",20000000.0,Scaling,2020-01-01
749,Finaureus Technologies,2017,Pune,Finance sector,Provides investment management solutions,"Arindam Ghosh, U R Bhatt",Pinetree Capital,3000000.0,Early Traction,2020-01-01
750,Daily Ninja,2014,Haryana,Retail & E-commerce,Online Milk Delivery startup,Sagar Yarnalkar,Big Basket,349800.0,Early Traction,2020-01-01
751,Guvi Geek Network Pvt Ltd,2014,Tamil Nadu,Education & Training,Operates vernacular-language based education,"SP Balamurugan, Arun Prakash, Sri Devi",Education Catalyst Fund,786000.0,Early Traction,2020-01-01
752,LoadShare,2017,Bengaluru,Logistics & Transportation,Provides technology based solutions to SMEs in logistics,"Raghuram Talluri, Tanmoy Karmakar, Rakib Ahmed",CDC Group,2004000.0,Scaling,2020-01-01
753,Vedantu,2015,Bengaluru,Education & Training,Onine learning platform,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",KB Global Platform Firm,6800000.0,Scaling,2020-01-01
754,Indusface,2004,Bengaluru,Technology sector,It provides IT security solutions,"Venkatesh Sundar, Nandini Tandon",Tata Capital Growth Fund II,5000000.0,Early Traction,2020-01-01
755,DMI Group,2008,Delhi,Finance sector,Pan-India Credit providing platform,"Shivashish Chatterjee, Yuvraja Singh",NXC Corporation,123000000.0,Early Traction,2020-01-01
756,Spintly,2017,Margão,Technology sector,It is a wireless cloud-based access control system,"Rohin Parkar, Malcolm Dsouza",Saltwater Venture Sparks,248000.0,Early Traction,2020-01-01
757,Credr,2014,Mumbai,Industrial & Manufacturing,A marketplace to buy and sell used bikes and scooters,Mittal,Stride Ventures,3000000.0,Early Traction,2020-01-01
758,Bijak,2015,Gurgaon,Agriculture & Environment,"It is a platform that gives agricultural commodity at better prices, increased working capital, and optimised logistics","Nukul Upadhye, Mahesh Jakhotia, Jitender Bedwal, Daya Rai, Nikhil Tripathi",RTP Global,12000000.0,Early Traction,2020-01-01
759,Bugworks,2014,Bengaluru,Health care,A drug discovery company that aims to discover novel treatment options for resistant bacterial infections,Anand Anandkumar,"University of Tokyo Edge Capital, Global Brain Corporation",7500000.0,Early Traction,2020-01-01
760,DrinkPrime,2015,Bengaluru,None,Water purifier subscription service,"Manas Ranjan Hota, Vijender Reddy","Abhishek Goyal, Bharat Jaisinghani, FirstCheque",3000000.0,Validation,2020-01-01
761,Yap,2015,Tamil Nadu,Finance sector,Banking and payment products-focused API platform,"Madhusudanan R, Muthukumar and Prabhu",BeeNext,4500000.0,Early Traction,2020-01-01
762,UzhavarBumi,2017,Tamil Nadu,Technology sector,Provides fresh dairy products,"Vetrivel Palani, Paneerselvam",Angel Network,3000000.0,Early Traction,2020-01-01
763,Tattva,2018,Delhi,Health care,Sells its organic and beauty products via marketplace,"Megha Wadhwa, Karnesh Mahendru","Sukhbir Singh, Rakhee Singal",150000.0,Early Traction,2020-01-01
764,Pariksha,2015,Pune,Education & Training,Platform for vernacular test-preparation,"Karanvir Singh, Utkarsh Bagri, Vikram Shekhawat, Deepak Choudhary","INSEAD Angels, IIT Kanpur Angels, Sixth Sense Ventures, Saahil Bhatia",3000000.0,Early Traction,2020-01-01
765,DailyHunt,2015,Bengaluru,Media & Entertainment,News aggregator,Virendra Gupta,"Bytedance, Falcon Edge, Goldman Sachs, Advent Management",24000000.0,Early Traction,2020-01-01
766,NoBroker,2014,Bengaluru,Real Estate & Construction,Online real estate rental startup,"Amit Kumar Agarwal, Akhil Gupta, Saurabh Garg",General Atlantic,30000000.0,Early Traction,2020-01-01
767,Box8,2011,Mumbai,Food & Beverage,Enables to order food online,"Amit Raj, Anshul Gupta","IIFL Seed Ventures Fund, Menlo park",4000000.0,Early Traction,2020-01-01
768,Capital Float,2013,Bengaluru,Finance sector,Online platform that provides working capital finance to SMEs,"Gaurav Hinduja, Sashank Rishyasringa","Ribbit Capital, SAIF Partners, Sequoia Capital India, Amazon",15000000.0,Early Traction,2020-01-01
769,ITILITE,2015,Bengaluru,Consumer Services,Platform for business travel,"Mayank Kukreja, Anish Khadiya","Greenoaks Capital, Vy Capital. Matrix Partners India",13000000.0,Scaling,2020-01-01
770,Morning Context,2015,Bengaluru,Media & Entertainment,A subscription-only digital media publisher,Byju Raveendran,Angel investors,3000000.0,Validation,2020-01-01
771,Aavenir,2019,Ahmedabad,Technology sector,Source-to-Pay Software,Ashish Bhandari,Accel,2000000.0,Validation,2020-01-01
772,Savvy Co op,2015,Bengaluru,Health care,It connects patients with healthcare companies,Jen Horonjeff,Indie VC,3000000.0,Early Traction,2020-01-01
773,BLive,2018,Bengaluru,Logistics & Transportation,"It offers experiential, guided tours on smart electric bikes","Samarth Kholkar, Sandeep Mukherjee",Mumbai Angels Network,3000000.0,Early Traction,2020-01-01
774,Yellow Messenger,2015,Bengaluru,Technology sector,It offers conversational chatbots,Raghavendra Kumar Ravinutala,"Lightspeed Venture Partners, Lightspeed India Partners.",20000000.0,Scaling,2020-01-01
